timestamp,temperature,humidity
2025-03-28 17:40:03,37.2,67.8
2025-03-28 17:41:03,36.0,73.2
2025-03-28 17:43:03,36.9,71.7
2025-03-28 17:44:03,39.2,68.5
2025-03-28 17:46:03,37.1,67.7
2025-03-28 17:48:03,41.7,63.8
2025-03-28 17:49:03,35.3,70.2
2025-03-28 17:50:03,35.1,72.2
2025-03-28 17:52:03,40.7,66.6
2025-03-28 17:54:03,38.5,68.0
2025-03-28 17:55:03,39.3,66.2
2025-03-28 17:56:03,37.9,68.9
2025-03-28 17:58:03,41.9,66.3
2025-03-28 17:59:03,38.9,69.2
2025-03-28 18:00:03,43.1,67.5
2025-03-28 18:02:03,40.4,66.7
2025-03-28 18:04:03,35.3,70.4
2025-03-28 18:05:03,44.2,67.3
2025-03-28 18:07:03,42.2,64.3
2025-03-28 18:08:03,39.0,70.2
2025-03-28 18:09:03,36.1,72.1
2025-03-28 18:11:03,38.6,68.9
2025-03-28 18:13:03,37.9,70.3
2025-03-28 18:14:03,41.8,67.7
2025-03-28 18:16:03,38.0,68.4
2025-03-28 18:17:03,42.9,68.2
2025-03-28 18:19:03,37.7,70.6
2025-03-28 18:20:03,39.5,70.5
2025-03-28 18:21:03,43.0,67.2
2025-03-28 18:22:03,38.0,69.9
2025-03-28 18:24:03,44.2,64.6
2025-03-28 18:26:03,39.4,69.0
2025-03-28 18:27:03,44.7,63.8
2025-03-28 18:29:03,45.0,63.7
2025-03-28 18:31:03,35.9,69.7
2025-03-28 18:33:03,36.9,71.4
2025-03-28 18:35:03,38.5,72.0
2025-03-28 18:37:03,41.3,64.3
2025-03-28 18:38:03,39.5,69.0
2025-03-28 18:40:03,41.6,68.2
2025-03-28 18:41:03,43.3,67.0
2025-03-28 18:42:03,37.5,68.3
2025-03-28 18:44:03,39.5,67.4
2025-03-28 18:46:03,36.0,71.1
2025-03-28 18:48:03,44.7,65.9
2025-03-28 18:49:03,41.0,64.9
2025-03-28 18:50:03,45.1,65.5
2025-03-28 18:51:03,36.1,73.9
2025-03-28 18:53:03,37.3,69.0
2025-03-28 18:55:03,45.0,64.7
2025-03-28 18:56:03,40.9,67.2
2025-03-28 18:57:03,39.4,65.8
2025-03-28 18:59:03,43.7,67.3
2025-03-28 19:00:03,37.4,67.4
2025-03-28 19:01:03,37.3,67.6
2025-03-28 19:02:03,36.3,70.1
2025-03-28 19:03:03,42.0,67.1
2025-03-28 19:04:03,44.8,66.7
2025-03-28 19:05:03,39.2,65.7
2025-03-28 19:07:03,36.4,71.0
2025-03-28 19:09:03,41.3,68.0
2025-03-28 19:10:03,39.3,69.2
2025-03-28 19:12:03,39.2,70.1
2025-03-28 19:14:03,41.0,66.9
2025-03-28 19:15:03,43.5,62.7
2025-03-28 19:17:03,45.5,61.8
2025-03-28 19:18:03,42.4,65.1
2025-03-28 19:20:03,40.4,70.5
2025-03-28 19:21:03,38.9,71.0
2025-03-28 19:22:03,36.0,73.2
2025-03-28 19:23:03,38.6,70.8
2025-03-28 19:24:03,42.8,67.7
2025-03-28 19:26:03,39.9,68.3
2025-03-28 19:27:03,44.9,63.8
2025-03-28 19:28:03,41.8,65.2
2025-03-28 19:30:03,39.4,68.5
2025-03-28 19:32:03,36.9,68.0
2025-03-28 19:33:03,44.2,63.5
2025-03-28 19:34:03,36.2,73.3
2025-03-28 19:36:03,45.6,64.1
2025-03-28 19:38:03,36.4,68.2
2025-03-28 19:40:03,41.1,67.0
2025-03-28 19:42:03,41.1,68.3
2025-03-28 19:44:03,43.0,66.2
2025-03-28 19:46:03,44.2,61.9
2025-03-28 19:47:03,42.5,66.0
2025-03-28 19:48:03,43.4,62.4
2025-03-28 19:49:03,39.9,70.9
2025-03-28 19:50:03,42.5,67.4
2025-03-28 19:52:03,45.1,64.8
2025-03-28 19:54:03,44.2,62.5
2025-03-28 19:55:03,43.7,62.1
2025-03-28 19:57:03,46.2,63.6
2025-03-28 19:59:03,40.7,65.9
2025-03-28 20:00:03,40.5,69.9
2025-03-28 20:01:03,39.2,65.7
2025-03-28 20:02:03,42.1,63.6
2025-03-28 20:03:03,38.5,67.7
2025-03-28 20:05:03,45.4,63.3
2025-03-28 20:07:03,41.2,65.3
2025-03-28 20:09:03,39.9,67.5
2025-03-28 20:11:03,36.7,68.7
2025-03-28 20:13:03,37.6,70.6
2025-03-28 20:15:03,43.8,67.9
2025-03-28 20:16:03,45.9,64.1
2025-03-28 20:17:03,45.2,66.6
2025-03-28 20:19:03,39.6,66.3
2025-03-28 20:20:03,37.5,69.7
2025-03-28 20:22:03,46.0,63.6
2025-03-28 20:23:03,41.0,68.6
2025-03-28 20:25:03,37.7,68.4
2025-03-28 20:26:03,37.3,70.5
2025-03-28 20:27:03,45.5,62.3
2025-03-28 20:29:03,40.9,68.3
2025-03-28 20:30:03,38.3,69.5
2025-03-28 20:31:03,40.7,70.4
2025-03-28 20:32:03,41.8,68.7
2025-03-28 20:34:03,37.4,72.2
2025-03-28 20:36:03,46.8,64.9
2025-03-28 20:38:03,37.7,67.3
2025-03-28 20:39:03,41.8,63.7
2025-03-28 20:40:03,42.5,63.4
2025-03-28 20:42:03,46.8,61.1
2025-03-28 20:44:03,42.2,65.6
2025-03-28 20:46:03,41.5,64.0
2025-03-28 20:48:03,39.9,65.9
2025-03-28 20:49:03,42.7,64.5
2025-03-28 20:50:03,44.4,66.0
2025-03-28 20:51:03,41.2,68.6
2025-03-28 20:53:03,42.0,68.3
2025-03-28 20:54:03,46.9,65.0
2025-03-28 20:55:03,45.9,65.9
2025-03-28 20:56:03,45.0,66.7
2025-03-28 20:58:03,45.0,64.3
2025-03-28 21:00:03,47.5,61.7
2025-03-28 21:01:03,43.7,64.4
2025-03-28 21:02:03,45.2,62.5
2025-03-28 21:03:03,41.9,68.0
2025-03-28 21:04:03,42.2,69.0
2025-03-28 21:05:03,44.9,61.6
2025-03-28 21:07:03,38.8,67.0
2025-03-28 21:08:03,39.4,67.7
2025-03-28 21:10:03,44.8,66.8
2025-03-28 21:12:03,39.5,70.5
2025-03-28 21:13:03,39.5,69.2
2025-03-28 21:15:03,47.1,61.7
2025-03-28 21:16:03,42.7,68.0
2025-03-28 21:18:03,39.7,67.1
2025-03-28 21:20:03,45.7,66.4
2025-03-28 21:22:03,40.5,70.4
2025-03-28 21:24:03,40.2,64.9
2025-03-28 21:26:03,48.1,59.7
2025-03-28 21:27:03,45.7,63.4
2025-03-28 21:29:03,39.8,65.4
2025-03-28 21:31:03,42.5,63.0
2025-03-28 21:32:03,42.2,64.6
2025-03-28 21:33:03,43.9,62.9
2025-03-28 21:35:03,40.4,69.2
2025-03-28 21:37:03,40.2,65.9
2025-03-28 21:39:03,45.8,63.4
2025-03-28 21:40:03,40.4,65.1
2025-03-28 21:42:03,41.8,66.3
2025-03-28 21:43:03,46.7,60.3
2025-03-28 21:45:03,48.8,58.3
2025-03-28 21:46:03,44.5,63.6
2025-03-28 21:48:03,40.7,65.1
2025-03-28 21:49:03,47.3,64.1
2025-03-28 21:50:03,47.4,63.5
2025-03-28 21:51:03,43.5,66.8
2025-03-28 21:53:03,41.6,65.5
2025-03-28 21:55:03,48.7,63.4
2025-03-28 21:57:03,43.3,66.5
2025-03-28 21:58:03,42.5,63.5
2025-03-28 21:59:03,42.6,68.3
2025-03-28 22:00:03,46.4,62.7
2025-03-28 22:02:03,41.3,68.7
2025-03-28 22:04:03,40.3,68.4
2025-03-28 22:06:03,49.6,60.2
2025-03-28 22:07:03,46.2,65.8
2025-03-28 22:08:03,40.9,66.5
2025-03-28 22:09:03,47.9,64.3
2025-03-28 22:11:03,41.7,63.8
2025-03-28 22:13:03,48.3,59.3
2025-03-28 22:14:03,40.6,66.1
2025-03-28 22:15:03,43.6,64.1
2025-03-28 22:16:03,50.1,60.6
2025-03-28 22:18:03,45.0,64.9
2025-03-28 22:20:03,46.1,63.7
2025-03-28 22:22:03,46.2,62.2
2025-03-28 22:23:03,49.7,61.7
2025-03-28 22:25:03,43.9,65.8
2025-03-28 22:26:03,41.6,65.5
2025-03-28 22:27:03,48.7,58.5
